RandomForestRegressor,GBTRegressor,LinearRegression,DecisionTreeRegressor,IsotonicRegression,FMRegressor,GeneralizedLinearRegression
2.4179375528537674,2.4145932340710274,2.6814091966136013,2.460936088145193,3.624850074638497,5.522154437259932,2.480306054560324
